,season,team_1,team_2,home,seed_diff,score_diff,score_1,score_2,won,pred
2111,2001,6297,7149,0,13,22,70,48,1,0.15916052
2112,2001,6948,7183,0,3,10,69,59,1,0.112175405
2113,2001,780,8285,0,11,3,68,65,1,0.18170033
2114,2001,3250,8455,0,1,-4,62,66,0,0.14297037
2115,2001,8591,8455,0,8,7,90,83,1,0.20323832
2116,2001,1464,8591,0,-4,-13,65,78,0,0.14479159
2117,2001,4957,8591,0,-2,14,87,73,1,0.08938815
2118,2001,8455,8591,0,-8,-7,83,90,0,0.10798074
2119,2001,9577,8591,0,-15,-29,60,89,0,0.110254064
2120,2001,3454,8678,0,-7,-10,69,79,0,0.15475218
2121,2001,4165,8678,0,1,29,87,58,1,0.1919005
2122,2001,2795,8762,0,8,-21,54,75,0,0.19335988
2123,2001,5262,8762,0,10,7,69,62,1,0.19479802
2124,2001,6948,8762,0,4,-12,72,84,0,0.13485724
2125,2001,8898,8762,0,5,-14,65,79,0,0.16647014
2126,2001,1362,8796,0,-1,7,70,63,1,0.13519531
2127,2001,8762,8898,0,-5,14,79,65,1,0.11483416
2128,2001,2356,9418,0,3,13,76,63,1,0.14800434
2129,2001,3507,9418,0,-9,-13,48,61,0,0.13760062
2130,2001,9815,9418,0,-8,-25,50,75,0,0.12119197
2131,2001,8591,9577,0,15,29,89,60,1,0.2023075
2132,2001,780,9679,0,3,-3,71,74,0,0.19758064
2133,2001,2356,9679,0,5,10,79,69,1,0.16950096
2134,2001,4280,9679,0,4,-4,76,80,0,0.16003819
2135,2001,6714,9679,0,-5,-15,54,69,0,0.13728905
2136,2001,6645,9815,0,7,-9,68,77,0,0.16642657
2137,2001,9418,9815,0,8,25,75,50,1,0.1690979
2138,2001,3284,10070,0,-7,1,86,85,1,0.14103997
2139,2001,2795,10240,0,11,13,69,56,1,0.1812199
2140,2001,1029,10348,0,-3,16,79,63,1,0.18683672
2141,2001,6524,10646,0,0,4,71,67,1,0.11455439
2142,2001,3216,10680,0,-5,1,50,49,1,0.16498989
2143,2001,6558,10802,0,5,12,83,71,1,0.119575344
2144,2002,2751,90,0,-13,-8,78,86,0,0.10819183
2145,2002,4247,90,0,-8,13,71,58,1,0.13442177
2146,2002,8042,196,0,0,4,81,77,1,0.07387906
2147,2002,6681,305,0,1,21,88,67,1,0.16243064
2148,2002,7811,305,0,-11,-5,81,86,0,0.099242836
2149,2002,10769,305,0,-8,-8,60,68,0,0.14173539
2150,2002,8899,781,0,5,13,70,57,1,0.15532729
2151,2002,1465,815,0,15,38,90,52,1,0.19146192
2152,2002,6915,1156,0,-5,-7,75,82,0,0.13706861
2153,2002,7017,1156,0,3,13,63,50,1,0.17020747
2154,2002,7017,1295,0,11,17,71,54,1,0.15356204
2155,2002,6559,1363,0,1,19,82,63,1,0.13644604
2156,2002,815,1465,0,-15,-38,52,90,0,0.122809075
2157,2002,9419,1465,0,-7,4,105,101,1,0.13448283
2158,2002,3347,1796,0,-13,-11,67,78,0,0.19352446
2159,2002,4958,1796,0,1,8,90,82,1,0.15014675
2160,2002,5946,1796,0,-5,-3,74,77,0,0.1692441
2161,2002,7557,1796,0,-9,-12,59,71,0,0.124008805
2162,2002,2796,1897,0,7,-1,82,83,0,0.16426116
2163,2002,3762,1897,0,8,12,72,60,1,0.16288981
2164,2002,6646,2065,0,9,5,69,64,1,0.12477131
2165,2002,3835,2357,0,-4,1,74,73,1,0.15669322
2166,2002,6559,2357,0,-7,-7,77,84,0,0.13964999
2167,2002,10647,2357,0,-15,-47,37,84,0,0.17169185
2168,2002,90,2751,0,13,8,86,78,1,0.15087828
2169,2002,1897,2796,0,-7,1,83,82,1,0.11927648
2170,2002,5766,3183,0,-11,-17,68,85,0,0.11896876
2171,2002,7557,3183,0,-8,2,77,75,1,0.116839744
2172,2002,10769,3285,0,-5,7,73,66,1,0.15324889
2173,2002,1796,3347,0,13,11,78,67,1,0.1148247
2174,2002,10803,3455,0,3,12,70,58,1,0.124683425
2175,2002,4166,3542,0,15,11,70,59,1,0.17336549
2176,2002,6681,3728,0,13,8,71,63,1,0.19661686
2177,2002,1897,3762,0,-8,-12,60,72,0,0.11983798
2178,2002,4166,3762,0,3,4,73,69,1,0.17055807
2179,2002,7710,3762,0,-9,-29,64,93,0,0.13391975
2180,2002,2357,3835,0,4,-1,73,74,0,0.13046347
2181,2002,4247,3835,0,-5,-12,69,81,0,0.12707545
2182,2002,4958,3835,0,4,12,64,52,1,0.14225233
2183,2002,6681,3835,0,3,-9,64,73,0,0.17203563
2184,2002,9612,3835,0,-8,-9,67,76,0,0.17126504
2185,2002,9782,3835,0,-7,-19,56,75,0,0.122842714
2186,2002,3542,4166,0,-15,-11,59,70,0,0.13526595
2187,2002,3762,4166,0,-3,-4,69,73,0,0.14212252
2188,2002,4958,4166,0,0,9,97,88,1,0.13308364
2189,2002,6813,4166,0,-1,-18,86,104,0,0.16441903
2190,2002,8592,4166,0,-7,-23,63,86,0,0.15284075
2191,2002,90,4247,0,8,-13,58,71,0,0.14013846
2192,2002,3835,4247,0,5,12,81,69,1,0.15808044
2193,2002,6715,4247,0,3,-8,61,69,0,0.1509541
2194,2002,7017,4247,0,7,-5,73,78,0,0.16849445
2195,2002,4958,4281,0,3,10,78,68,1,0.13660227
2196,2002,9184,4281,0,-8,-5,82,87,0,0.14894846
2197,2002,9935,4281,0,-9,-15,68,83,0,0.12362299
2198,2002,9184,4890,0,-7,2,71,69,1,0.15653554
2199,2002,1796,4958,0,-1,-8,82,90,0,0.13258564
2200,2002,3835,4958,0,-4,-12,52,64,0,0.15186629
2201,2002,4166,4958,0,0,-9,88,97,0,0.17425904
2202,2002,4281,4958,0,-3,-10,68,78,0,0.16566546
2203,2002,8042,4958,0,-15,-15,70,85,0,0.084322505
2204,2002,10681,4958,0,-7,-30,57,87,0,0.12912825
2205,2002,5365,5026,0,11,12,70,58,1,0.105146974
2206,2002,5399,5161,0,-7,13,93,80,1,0.17390496
2207,2002,5946,5263,0,3,11,69,58,1,0.17442214
2208,2002,9419,5331,0,1,22,80,58,1,0.1594536
2209,2002,5026,5365,0,-11,-12,58,70,0,0.1908457
2210,2002,8899,5365,0,-3,4,68,64,1,0.17814156
2211,2002,5161,5399,0,7,-13,80,93,0,0.11988522
2212,2002,6646,5399,0,8,-16,67,83,0,0.1098941
2213,2002,6681,5399,0,10,6,81,75,1,0.1656995
2214,2002,9419,5399,0,4,-9,73,82,0,0.14370832
2215,2002,6813,5530,0,13,19,81,62,1,0.19280727
2216,2002,3183,5766,0,11,17,85,68,1,0.15992512
2217,2002,1796,5946,0,5,3,77,74,1,0.12476627
2218,2002,5263,5946,0,-3,-11,58,69,0,0.1121199
2219,2002,1363,6559,0,-1,-19,63,82,0,0.14526682
2220,2002,2357,6559,0,7,7,84,77,1,0.13744178
2221,2002,2065,6646,0,-9,-5,64,69,0,0.14166108
2222,2002,5399,6646,0,-8,16,83,67,1,0.17799582
2223,2002,305,6681,0,-1,-21,67,88,0,0.16312993
2224,2002,3728,6681,0,-13,-8,63,71,0,0.07963663
2225,2002,3835,6681,0,-3,9,73,64,1,0.13967155
2226,2002,5399,6681,0,-10,-6,75,81,0,0.15514636
2227,2002,10803,6681,0,-5,-13,65,78,0,0.114185184
2228,2002,4247,6715,0,-3,8,69,61,1,0.12999332
2229,2002,4166,6813,0,1,18,104,86,1,0.1614288
2230,2002,5530,6813,0,-13,-19,62,81,0,0.09209598
2231,2002,8899,6813,0,-4,-2,70,72,0,0.15490958
2232,2002,10349,6813,0,-5,-5,87,92,0,0.10380645
2233,2002,1156,6915,0,5,7,82,75,1,0.13219635
2234,2002,10349,6983,0,3,9,83,74,1,0.10164952
2235,2002,1156,7017,0,-3,-13,50,63,0,0.11862768
2236,2002,1295,7017,0,-11,-17,54,71,0,0.15928099
2237,2002,4247,7017,0,-7,5,78,73,1,0.12281145
2238,2002,1796,7557,0,9,12,71,59,1,0.14328781
2239,2002,3183,7557,0,8,-2,75,77,0,0.16079684
2240,2002,9001,7557,0,5,-8,68,76,0,0.1902212
2241,2002,3762,7710,0,9,29,93,64,1,0.15712404
2242,2002,305,7811,0,11,5,86,81,1,0.18900208
2243,2002,196,8042,0,0,-4,77,81,0,0.19541416
2244,2002,4958,8042,0,15,15,85,70,1,0.16990805
2245,2002,10681,8422,0,1,10,80,70,1,0.13510643
2246,2002,4166,8592,0,7,23,86,63,1,0.16616951
2247,2002,10241,8592,0,-1,-16,68,84,0,0.122231364
2248,2002,781,8899,0,-5,-13,57,70,0,0.16606814
2249,2002,5365,8899,0,3,-4,64,68,0,0.11034867
2250,2002,6813,8899,0,4,2,72,70,1,0.16708833
2251,2002,7557,9001,0,-5,8,76,68,1,0.10479198
2252,2002,4281,9184,0,8,5,87,82,1,0.16061032
2253,2002,4890,9184,0,7,-2,69,71,0,0.14208034
2254,2002,1465,9419,0,7,-4,101,105,0,0.18668212
2255,2002,5331,9419,0,-1,-22,58,80,0,0.12569582
2256,2002,5399,9419,0,-4,9,82,73,1,0.16415063
2257,2002,3835,9612,0,8,9,76,67,1,0.13998707
2258,2002,9680,9612,0,9,-4,89,93,0,0.111951314
2259,2002,9612,9680,0,-9,4,93,89,1,0.18274425
2260,2002,3835,9782,0,7,19,75,56,1,0.15981354
2261,2002,4281,9935,0,9,15,83,68,1,0.17097981
2262,2002,8592,10241,0,1,16,84,68,1,0.17083116
2263,2002,6813,10349,0,5,5,92,87,1,0.18801244
2264,2002,6983,10349,0,-3,-9,74,83,0,0.19328031
2265,2002,2357,10647,0,15,47,84,37,1,0.12432229
2266,2002,4958,10681,0,7,30,87,57,1,0.1515624
2267,2002,8422,10681,0,-1,-10,70,80,0,0.13696183
2268,2002,305,10769,0,8,8,68,60,1,0.17160356
2269,2002,3285,10769,0,5,-7,66,73,0,0.14348407
2270,2002,3455,10803,0,-3,-12,58,70,0,0.15683106
2271,2002,6681,10803,0,5,13,78,65,1,0.182471
2272,2003,3836,91,0,3,5,67,62,1,0.1370519
2273,2003,3286,306,0,-8,-1,95,96,0,0.15732867
2274,2003,4167,306,0,-1,3,78,75,1,0.16357596
2275,2003,6560,306,0,-4,-17,71,88,0,0.14057665
2276,2003,10004,306,0,-15,-29,51,80,0,0.13077332
2277,2003,4167,340,0,8,32,108,76,1,0.16209483
2278,2003,5095,340,0,3,-13,71,84,0,0.15932304
2279,2003,8457,531,0,3,-2,63,65,0,0.1514112
2280,2003,8680,531,0,7,1,79,78,1,0.14699817
2281,2003,10350,531,0,8,-6,62,68,0,0.18171738
2282,2003,4614,572,0,9,22,86,64,1,0.1498254
2283,2003,4614,1031,0,8,-8,71,79,0,0.16265558
2284,2003,5366,1031,0,7,-1,46,47,0,0.1369752
2285,2003,6682,1031,0,11,11,65,54,1,0.17551485
2286,2003,1797,1065,0,7,5,58,53,1,0.11353843
2287,2003,1898,1099,0,5,-6,73,79,0,0.12587619
2288,2003,2358,1099,0,8,26,86,60,1,0.17307489
2289,2003,5947,1157,0,-1,-2,74,76,0,0.13661747
2290,2003,6682,1157,0,7,9,74,65,1,0.17792249
2291,2003,3286,1466,0,-1,5,74,69,1,0.14680152
2292,2003,5264,1695,0,3,15,79,64,1,0.13899451
2293,2003,2358,1729,0,11,10,67,57,1,0.19351605
2294,2003,1065,1797,0,-7,-5,53,58,0,0.18072115
2295,2003,8593,1797,0,1,-11,74,85,0,0.18693902
2296,2003,8900,1797,0,4,4,82,78,1,0.15457581
2297,2003,1099,1898,0,-5,6,79,73,1,0.16976207
2298,2003,9185,2100,0,-9,13,84,71,1,0.13334103
2299,2003,1099,2358,0,-8,-26,60,86,0,0.15043662
2300,2003,1729,2358,0,-11,-10,57,67,0,0.100513026
2301,2003,4167,2358,0,1,4,69,65,1,0.14627305
2302,2003,10350,2625,0,13,3,76,73,1,0.18475953
2303,2003,5264,2797,0,-5,22,68,46,1,0.120030254
2304,2003,7609,2797,0,-13,-30,55,85,0,0.1675511
2305,2003,306,3286,0,8,1,96,95,1,0.13507855
2306,2003,1466,3286,0,1,-5,69,74,0,0.16078907
2307,2003,4891,3543,0,11,4,72,68,1,0.14300324
2308,2003,6560,3763,0,-1,8,68,60,1,0.13419685
2309,2003,10242,3763,0,-9,-5,60,65,0,0.16273278
2310,2003,91,3836,0,-3,-5,62,67,0,0.14829439
2311,2003,7018,3836,0,5,22,74,52,1,0.20027936
2312,2003,4282,4008,0,15,31,95,64,1,0.16303311
2313,2003,306,4167,0,1,-3,75,78,0,0.1325206
2314,2003,340,4167,0,-8,-32,76,108,0,0.13613799
2315,2003,2358,4167,0,-1,-4,65,69,0,0.17477965
2316,2003,4891,4167,0,-1,-33,61,94,0,0.15114447
2317,2003,8680,4167,0,-1,3,81,78,1,0.13036892
2318,2003,9817,4167,0,-13,-3,61,64,0,0.15329334
2319,2003,4008,4282,0,-15,-31,64,95,0,0.117071375
2320,2003,4891,4282,0,-2,14,83,69,1,0.15452321
2321,2003,9783,4282,0,-8,-20,54,74,0,0.13879134
2322,2003,10682,4282,0,-4,-6,57,63,0,0.15769851
2323,2003,572,4614,0,-9,-22,64,86,0,0.1638433
2324,2003,1031,4614,0,-8,8,79,71,1,0.13250804
2325,2003,7219,4750,0,-1,24,80,56,1,0.1599468
2326,2003,8680,4823,0,11,11,76,65,1,0.1256274
2327,2003,3543,4891,0,-11,-4,68,72,0,0.17583382
2328,2003,4167,4891,0,1,33,94,61,1,0.15595044
2329,2003,4282,4891,0,2,-14,69,83,0,0.1476985
2330,2003,5400,4891,0,-3,-9,92,101,0,0.13210027
2331,2003,7018,4891,0,1,-3,74,77,0,0.19180492
2332,2003,5264,4959,0,-1,2,60,58,1,0.14497633
2333,2003,9613,4959,0,-5,-2,73,75,0,0.13023205
2334,2003,10804,4959,0,3,-13,64,77,0,0.15830949
2335,2003,340,5095,0,-3,13,84,71,1,0.1372729
2336,2003,1695,5264,0,-3,-15,64,79,0,0.14177783
2337,2003,2797,5264,0,5,-22,46,68,0,0.18809439
2338,2003,4959,5264,0,1,-2,58,60,0,0.12716839
2339,2003,8900,5264,0,6,9,85,76,1,0.14989728
2340,2003,1031,5366,0,-7,1,47,46,1,0.14302285
2341,2003,4891,5400,0,3,9,101,92,1,0.16090989
2342,2003,7558,5400,0,-5,-1,71,72,0,0.1593845
2343,2003,1157,5947,0,1,2,76,74,1,0.13827495
2344,2003,306,6560,0,4,17,88,71,1,0.14193764
2345,2003,3763,6560,0,1,-8,60,68,0,0.15751909
2346,2003,10548,6560,0,-7,-1,69,70,0,0.16380237
2347,2003,1031,6682,0,-11,-11,54,65,0,0.12724283
2348,2003,1157,6682,0,-7,-9,65,74,0,0.12136267
2349,2003,7511,6682,0,-15,-17,54,71,0,0.10893445
2350,2003,8680,6682,0,-2,16,63,47,1,0.12555899
2351,2003,6916,6716,0,-5,-14,63,77,0,0.12925345
2352,2003,8680,6716,0,3,12,68,56,1,0.12310145
2353,2003,9783,6814,0,-1,2,60,58,1,0.13228878
2354,2003,6716,6916,0,5,14,77,63,1,0.17968746
2355,2003,3836,7018,0,-5,-22,52,74,0,0.11576672
2356,2003,4891,7018,0,-1,3,77,74,1,0.1364639
2357,2003,10316,7018,0,-13,-26,61,87,0,0.1213743
2358,2003,4750,7219,0,1,-24,56,80,0,0.13651906
2359,2003,8900,7219,0,8,10,77,67,1,0.14064968
2360,2003,6682,7511,0,15,17,71,54,1,0.1830112
2361,2003,5400,7558,0,5,1,72,71,1,0.13272484
2362,2003,2797,7609,0,13,30,85,55,1,0.16863704
2363,2003,8593,7677,0,9,8,77,69,1,0.17457516
2364,2003,531,8457,0,-3,2,65,63,1,0.12203632
2365,2003,1797,8593,0,-1,11,85,74,1,0.110992536
2366,2003,7677,8593,0,-9,-8,69,77,0,0.14118885
2367,2003,531,8680,0,-7,-1,78,79,0,0.123843245
2368,2003,4167,8680,0,1,-3,78,81,0,0.16445696
2369,2003,4823,8680,0,-11,-11,65,76,0,0.17603722
2370,2003,6682,8680,0,2,-16,47,63,0,0.1762043
2371,2003,6716,8680,0,-3,-12,56,68,0,0.18220639
2372,2003,8900,8680,0,2,-11,84,95,0,0.14957245
2373,2003,1797,8900,0,-4,-4,78,82,0,0.12424361
2374,2003,5264,8900,0,-6,-9,76,85,0,0.13567
2375,2003,7219,8900,0,-8,-10,67,77,0,0.15825552
2376,2003,8680,8900,0,-2,11,95,84,1,0.13646337
2377,2003,9552,8900,0,-15,-21,61,82,0,0.08509516
2378,2003,10804,9121,0,11,12,71,59,1,0.13842079
2379,2003,2100,9185,0,9,-13,71,84,0,0.15633833
2380,2003,10682,9185,0,8,1,61,60,1,0.16439563
2381,2003,9552,9253,0,0,8,92,84,1,0.086953074
2382,2003,8900,9552,0,15,21,82,61,1,0.1706051
2383,2003,9253,9552,0,0,-8,84,92,0,0.1660675
2384,2003,4959,9613,0,5,2,75,73,1,0.13320541
2385,2003,4282,9783,0,8,20,74,54,1,0.1541399
2386,2003,6814,9783,0,1,-2,58,60,0,0.17002115
2387,2003,4167,9817,0,13,3,64,61,1,0.1550706
2388,2003,306,10004,0,15,29,80,51,1,0.1459516
2389,2003,3763,10242,0,9,5,65,60,1,0.14583509
2390,2003,7018,10316,0,13,26,87,61,1,0.19798334
2391,2003,531,10350,0,-8,6,68,62,1,0.1096275
2392,2003,2625,10350,0,-13,-3,73,76,0,0.102197625
2393,2003,10682,10452,0,7,7,81,74,1,0.14819378
2394,2003,6560,10548,0,7,1,70,69,1,0.13162416
2395,2003,4282,10682,0,4,6,63,57,1,0.14639838
2396,2003,9185,10682,0,-8,-1,60,61,0,0.13004199
2397,2003,10452,10682,0,-7,-7,74,81,0,0.1696119
2398,2003,4959,10804,0,-3,13,77,64,1,0.121709146
2399,2003,9121,10804,0,-11,-12,59,71,0,0.17028347
2400,2004,6300,24,0,5,11,63,52,1,0.14383599
2401,2004,1798,92,0,6,16,87,71,1,0.16532762
2402,2004,7559,92,0,-1,-1,64,65,0,0.18366003
2403,2004,8594,92,0,7,-3,67,70,0,0.19350088
2404,2004,8681,92,0,3,-9,71,80,0,0.19581857
2405,2004,2359,145,0,15,35,96,61,1,0.17663264
2406,2004,7978,307,0,1,4,80,76,1,0.17141777
2407,2004,3253,783,0,3,3,57,54,1,0.1321586
2408,2004,9784,783,0,-5,-7,51,58,0,0.13875757
2409,2004,8681,1066,0,7,5,80,75,1,0.18497485
2410,2004,9003,1365,0,1,3,76,73,1,0.14236648
2411,2004,2626,1467,0,-9,-3,77,80,0,0.13010767
2412,2004,3764,1467,0,-1,24,92,68,1,0.1215216
2413,2004,92,1798,0,-6,-16,71,87,0,0.11403369
2414,2004,2223,1798,0,-5,-17,55,72,0,0.13855001
2415,2004,2359,1798,0,1,-1,78,79,0,0.15359154
2416,2004,3253,1798,0,-1,-9,73,82,0,0.12303923
2417,2004,9971,1798,0,-4,-20,53,73,0,0.17341584
2418,2004,10005,1798,0,-13,-17,53,70,0,0.13394627
2419,2004,2223,2101,0,3,7,76,69,1,0.13427539
2420,2004,1798,2223,0,5,17,72,55,1,0.15528944
2421,2004,2101,2223,0,-3,-7,69,76,0,0.16572939
2422,2004,145,2359,0,-15,-35,61,96,0,0.09285724
2423,2004,1798,2359,0,-1,1,79,78,1,0.1491307
2424,2004,3764,2359,0,-4,-10,62,72,0,0.12843704
2425,2004,7978,2359,0,-7,-28,62,90,0,0.16522324
2426,2004,10805,2359,0,-6,-3,63,66,0,0.11690105
2427,2004,6717,2529,0,13,19,75,56,1,0.1706312
2428,2004,1467,2626,0,9,3,80,77,1,0.17543863
2429,2004,4824,2798,0,-7,15,75,60,1,0.18308878
2430,2004,4283,2832,0,15,20,96,76,1,0.17058478
2431,2004,4419,2832,0,0,-15,57,72,0,0.171814
2432,2004,783,3253,0,-3,-3,54,57,0,0.13936798
2433,2004,1798,3253,0,1,9,82,73,1,0.16164032
2434,2004,4168,3253,0,-1,-8,71,79,0,0.13427027
2435,2004,6031,3253,0,-7,-5,67,72,0,0.16554318
2436,2004,6459,3253,0,-11,-5,60,65,0,0.135746
2437,2004,6717,3253,0,1,-2,65,67,0,0.16984878
2438,2004,6031,3287,0,-8,19,91,72,1,0.14216521
2439,2004,9937,3287,0,-13,-27,49,76,0,0.14874594
2440,2004,4168,3730,0,9,25,78,53,1,0.11324492
2441,2004,1467,3764,0,1,-24,68,92,0,0.17895418
2442,2004,2359,3764,0,4,10,72,62,1,0.16206454
2443,2004,5768,3764,0,-7,-19,53,72,0,0.1351758
2444,2004,3253,4168,0,1,8,79,71,1,0.13424586
2445,2004,3730,4168,0,-9,-25,53,78,0,0.18559626
2446,2004,6883,4168,0,-8,-15,63,78,0,0.13507897
2447,2004,9288,4168,0,-5,-26,74,100,0,0.168364
2448,2004,2832,4283,0,-15,-20,76,96,0,0.119607724
2449,2004,9288,4283,0,-8,1,76,75,1,0.15344858
2450,2004,2832,4419,0,0,15,72,57,1,0.11910442
2451,2004,8458,4449,0,15,19,82,63,1,0.21000871
2452,2004,10805,4615,0,3,10,80,70,1,0.11792178
2453,2004,2798,4824,0,7,-15,60,75,0,0.10649355
2454,2004,10351,4824,0,8,4,84,80,1,0.106162794
2455,2004,8681,4960,0,-1,2,72,70,1,0.18801245
2456,2004,9866,4960,0,-9,-3,83,86,0,0.17925662
2457,2004,6717,5096,0,5,17,70,53,1,0.15361582
2458,2004,8146,5096,0,-3,-16,43,59,0,0.17250963
2459,2004,6031,5265,0,-3,6,72,66,1,0.15907888
2460,2004,5498,5367,0,-13,-33,52,85,0,0.10303581
2461,2004,10805,5367,0,-5,15,89,74,1,0.10724002
2462,2004,5367,5498,0,13,33,85,52,1,0.19210456
2463,2004,3764,5768,0,7,19,72,53,1,0.1394466
2464,2004,9455,5948,0,-11,-9,52,61,0,0.12843956
2465,2004,9971,5948,0,-3,2,75,73,1,0.16412406
2466,2004,3253,6031,0,7,5,72,67,1,0.12144121
2467,2004,3287,6031,0,8,-19,72,91,0,0.1785374
2468,2004,5265,6031,0,3,-6,66,72,0,0.13722903
2469,2004,24,6300,0,-5,-11,52,63,0,0.12773421
2470,2004,8901,6300,0,3,3,78,75,1,0.13351518
2471,2004,3253,6459,0,11,5,65,60,1,0.13364163
2472,2004,2529,6717,0,-13,-19,56,75,0,0.11776741
2473,2004,3253,6717,0,-1,2,67,65,1,0.11967828
2474,2004,5096,6717,0,-5,-17,53,70,0,0.15932421
2475,2004,7019,6717,0,-1,-12,51,63,0,0.19019729
2476,2004,8458,6717,0,1,-2,62,64,0,0.1910668
2477,2004,4168,6883,0,8,15,78,63,1,0.13392916
2478,2004,7186,6883,0,7,-8,58,66,0,0.12654556
2479,2004,6717,7019,0,1,12,63,51,1,0.14097486
2480,2004,9387,7019,0,-11,-9,44,53,0,0.16656682
2481,2004,10683,7019,0,-3,-4,55,59,0,0.1309008
2482,2004,8901,7152,0,11,17,66,49,1,0.12902734
2483,2004,6883,7186,0,-7,8,66,58,1,0.13810216
2484,2004,10683,7376,0,5,12,76,64,1,0.15322757
2485,2004,92,7559,0,1,1,65,64,1,0.10652751
2486,2004,307,7978,0,-1,-4,76,80,0,0.13187355
2487,2004,2359,7978,0,7,28,90,62,1,0.14700247
2488,2004,5096,8146,0,3,16,59,43,1,0.15158816
2489,2004,4449,8458,0,-15,-19,63,82,0,0.09435691
2490,2004,6717,8458,0,-1,2,64,62,1,0.14061885
2491,2004,9003,8458,0,-7,-5,65,70,0,0.13007428
2492,2004,10351,8458,0,-3,-4,80,84,0,0.0953649
2493,2004,92,8594,0,-7,3,70,67,1,0.10249819
2494,2004,9750,8594,0,-15,-26,45,71,0,0.093710124
2495,2004,92,8681,0,-3,9,80,71,1,0.10154921
2496,2004,1066,8681,0,-7,-5,75,80,0,0.1280329
2497,2004,4960,8681,0,1,-2,70,72,0,0.120614156
2498,2004,6300,8901,0,-3,-3,75,78,0,0.14146899
2499,2004,7152,8901,0,-11,-17,49,66,0,0.15242967
2500,2004,10805,8901,0,-4,8,79,71,1,0.12832016
2501,2004,1365,9003,0,-1,-3,73,76,0,0.16536292
2502,2004,8458,9003,0,7,5,70,65,1,0.19538426
2503,2004,4168,9288,0,5,26,100,74,1,0.12030064
2504,2004,4283,9288,0,8,-1,75,76,0,0.15672868
2505,2004,10385,9288,0,1,-2,100,102,0,0.13817698
2506,2004,7019,9387,0,11,9,53,44,1,0.1797187
2507,2004,5948,9455,0,11,9,61,52,1,0.17831807
2508,2004,8594,9750,0,15,26,71,45,1,0.19709915
2509,2004,783,9784,0,5,7,58,51,1,0.13666604
2510,2004,4960,9866,0,9,3,86,83,1,0.12419922
2511,2004,10351,9903,0,9,1,79,78,1,0.108876705
2512,2004,3287,9937,0,13,27,76,49,1,0.17584294
2513,2004,1798,9971,0,4,20,73,53,1,0.14101367
2514,2004,5948,9971,0,3,-2,73,75,0,0.16370709
2515,2004,10277,9971,0,-5,-13,58,71,0,0.17611751
2516,2004,1798,10005,0,13,17,70,53,1,0.15717444
2517,2004,9971,10277,0,5,13,71,58,1,0.15904263
2518,2004,4824,10351,0,-8,-4,80,84,0,0.1832242
2519,2004,8458,10351,0,3,4,84,80,1,0.20959598
2520,2004,9903,10351,0,-9,-1,78,79,0,0.176596
2521,2004,9288,10385,0,-1,2,102,100,1,0.16104455
2522,2004,7019,10683,0,3,4,59,55,1,0.19432211
2523,2004,7376,10683,0,-5,-12,64,76,0,0.13979328
2524,2004,2359,10805,0,6,3,66,63,1,0.16678794
2525,2004,4615,10805,0,-3,-10,70,80,0,0.164295
2526,2004,5367,10805,0,5,-15,74,89,0,0.19038315
2527,2004,8901,10805,0,4,-8,71,79,0,0.13889895
2528,2005,10550,93,0,-7,10,83,73,1,0.16988473
2529,2005,6581,112,0,0,10,79,69,1,0.11470491
2530,2005,3765,308,0,2,1,90,89,1,0.17672142
2531,2005,6718,308,0,1,-1,78,79,0,0.15457559
2532,2005,9289,308,0,-8,-22,63,85,0,0.10429545
2533,2005,9819,308,0,-11,-13,53,66,0,0.17062083
2534,2005,6918,784,0,-9,-20,65,85,0,0.11295456
2535,2005,10550,784,0,-8,8,83,75,1,0.16895935
2536,2005,4169,972,0,11,-1,63,64,0,0.18896604
2537,2005,10684,972,0,8,9,71,62,1,0.11794925
2538,2005,5949,1366,0,-3,12,75,63,1,0.11784627
2539,2005,10352,1400,0,13,16,70,54,1,0.17221889
2540,2005,3940,1468,0,-3,-12,64,76,0,0.16516079
2541,2005,4284,1468,0,5,9,69,60,1,0.17990865
2542,2005,5949,1799,0,-8,3,65,62,1,0.11490071
2543,2005,9388,1799,0,-13,-6,71,77,0,0.17644659
2544,2005,10488,1900,0,3,2,63,61,1,0.14869188
2545,2005,2360,2170,0,15,11,57,46,1,0.15561965
2546,2005,2170,2360,0,-15,-11,46,57,0,0.12750068
2547,2005,5266,2360,0,-4,10,78,68,1,0.1469807
2548,2005,5368,2360,0,-8,-8,55,63,0,0.17753986
2549,2005,4284,2462,0,13,8,72,64,1,0.16993994
2550,2005,3765,2695,0,15,12,67,55,1,0.17831755
2551,2005,6615,2799,0,-9,-5,62,67,0,0.119514145
2552,2005,10040,2799,0,-1,11,76,65,1,0.1472817
2553,2005,3254,3034,0,7,12,80,68,1,0.13504755
2554,2005,3034,3254,0,-7,-12,68,80,0,0.13750672
2555,2005,4616,3254,0,1,22,76,54,1,0.13689694
2556,2005,9004,3288,0,-3,2,71,69,1,0.13277188
2557,2005,10650,3288,0,-11,-10,64,74,0,0.13554575
2558,2005,308,3765,0,-2,-1,89,90,0,0.14097816
2559,2005,2695,3765,0,-15,-12,55,67,0,0.13707994
2560,2005,4616,3765,0,-3,-15,57,72,0,0.11569762
2561,2005,6032,3765,0,-8,-12,59,71,0,0.14674532
2562,2005,6301,3765,0,0,5,75,70,1,0.1259564
2563,2005,10550,3765,0,-11,-14,63,77,0,0.16355273
